ticker,n_obs,alpha,alpha_t,adj_R2,beta_MKT,t_MKT,beta_SMB,t_SMB,beta_MOM,t_MOM
CABK.MC,141,-0.0029308343512916284,-1.4455000353787917,-0.013153492690817226,-0.007500178145948192,-0.15019291379180708,0.04474554334912881,0.6221045588728346,0.03366791239452843,0.9355366332260101
BPE.MI,141,-0.002207097732415768,-1.1421494904815288,-0.013196435870502343,-0.013477488001981619,-0.2510251848168789,0.07279382640169758,0.9742690712142797,0.02930762342435563,0.6966503572517895
BPT.L,141,-0.001421112471623157,-1.5943521989757086,-0.013307620378052665,0.03400264828061328,0.6577747627447667,0.011630391167928142,0.19261729432989907,0.02061334048832174,0.6725674377454739
BBOX.L,141,0.0012109500453307035,1.2435909944322499,-0.013834048773740282,-0.022681605880658446,-0.5496422963304007,0.02200174774776809,0.5710671308246128,0.012175331782504437,0.38180566731271787
SUPR.L,141,-0.000932935073867032,-0.931222978038802,-0.01415176295496301,-0.0147641887289295,-0.3475989041086776,-0.023568604588332723,-0.5486463692115361,0.000990712154961979,0.04717043444108917
LSEG.L,141,-0.001105672233010504,-1.130454422480109,-0.014291904806233768,0.0097351745696266,0.2868727859030294,-0.05115904846029276,-1.0108976732811141,-0.009412686447603668,-0.21600229917224642
INVE-B.ST,141,0.0007147252971246723,0.8554618398914444,-0.01443651552896763,-0.00751171200446092,-0.31072667171806323,-0.0257735946245284,-0.6490765804122612,0.0066040511808555,0.23565196354694767
MRL.MC,141,0.001465758310323639,1.180816769623088,-0.014645619486606032,0.019796856795100324,0.43975487747267933,-0.03774504713029152,-0.5825928860259199,0.021761947181971737,0.7098514383509504
MAP.MC,141,-0.0037969536281290996,-2.970949506058953,-0.01552392913713696,-0.021319315771063895,-0.8275094833632167,0.02034434399379369,0.5642155877610666,0.0060943545016361325,0.2872139085030138
CORE-B.ST,141,0.00375496983265461,1.469342456138346,-0.016009802527252814,-0.014860795522035201,-0.17888832944021016,-0.06468159872418998,-0.5780462223707938,-0.02862330413339051,-0.6134673988952827
TCAP.L,141,-0.0005351247763885122,-0.22848128485083197,-0.01614131514683681,-0.010317099967811449,-0.14302954464240644,-0.05913258660402941,-0.6565757069182342,0.009772586976849379,0.20598155781085434
GPE.L,141,-4.737039278396415e-06,-0.003934763276526381,-0.016615092206686333,-0.009190023293346623,-0.21558630897711,-0.02882800288716288,-0.5210675964303899,0.009508738861002373,0.24109857839142235
LI.PA,141,-0.0005641014745649965,-0.3005115079797091,-0.017137728654008644,-0.00570318133272665,-0.09151678112536443,-0.007231540776623447,-0.13677294708657858,-0.028765526232986848,-1.1336926410485042
FBK.MI,141,-2.564157621960502e-05,-0.018025416960825182,-0.017706904722149863,0.02247396333033851,0.6432904590939059,-0.005852740422509364,-0.09105099710063938,0.01976763442486574,0.6672365269645598
SAB.MC,141,-0.0026571890119746274,-1.0359442116963038,-0.01948050050248984,-0.021722887229661095,-0.2483605304002824,0.02222351997559377,0.25360226368620437,0.01662166466773901,0.2355379099814401
